"pqrsds","asunto","categoria","fecha_entrada","fecha_maxima_respuesta","fecha_respuesta"
"PQRSDS 20220081","Informacion Parqueaderos","Parking","2022-03-18T00:00:00.000","2022-03-28T00:00:00.000","2022-03-22T00:00:00.000"
"PQRSDS 20220082","Informacion Parqueaderos","Parking","2022-03-21T00:00:00.000","2022-03-21T00:00:00.000","2022-03-22T00:00:00.000"
"PQRSDS 20220083","Informacion viaje internacional","Migracion","2022-03-22T00:00:00.000","2022-03-22T00:00:00.000","2022-03-23T00:00:00.000"
"PQRSDS 20220084","Informacion objetos perdidos","Objetos Perdidos","2022-03-22T00:00:00.000","2022-03-22T00:00:00.000","2022-03-23T00:00:00.000"
"PQRSDS 20220085","Informacion viaje con menores de edad","Otros","2022-03-22T00:00:00.000","2022-03-22T00:00:00.000","2022-03-23T00:00:00.000"
"PQRSDS 20220086","Informacion ingreso a colombia","Ingreso a Colombia","2022-03-25T00:00:00.000","2022-04-05T00:00:00.000","2022-03-28T00:00:00.000"
"PQRSDS 20220087","Informacion equipaje","Otros","2022-03-25T00:00:00.000","2022-04-05T00:00:00.000","2022-03-28T00:00:00.000"
"PQRSDS 20220088","Informacion Parqueaderos","Parking","2022-03-28T00:00:00.000","2022-04-08T00:00:00.000","2022-03-28T00:00:00.000"
"PQRSDS 20220089","Informacion vuelo internacional","Prueba Covid Internacionales","2022-03-23T00:00:00.000","2022-04-03T00:00:00.000","2022-03-24T00:00:00.000"
"PQRSDS 20220090","Informacion acompañantes en la terminal","Otros","2022-03-30T00:00:00.000","2022-04-10T00:00:00.000","2022-03-30T00:00:00.000"
"PQRSDS 20220091","Informacion objetos perdidos","Objetos Perdidos","2022-03-31T00:00:00.000","2022-04-11T00:00:00.000","2022-03-31T00:00:00.000"
"PQRSDS 20220092","Queja aerolinea","Queja Aerolinea","2022-03-18T00:00:00.000","2022-03-28T00:00:00.000","2022-03-31T00:00:00.000"
"PQRSDS 20220093","Informacion tiquetes aereos","Tiquetes","2022-04-04T00:00:00.000","2022-04-14T00:00:00.000","2022-04-04T00:00:00.000"
"PQRSDS 20220094","Informacion horario Aeropuerto","Horario Aeropuerto","2022-04-05T00:00:00.000","2022-04-15T00:00:00.000","2022-04-05T00:00:00.000"
"PQRSDS 20220095","Informacion objetos perdidos","Objetos Perdidos","2022-04-06T00:00:00.000","2022-04-16T00:00:00.000","2022-04-06T00:00:00.000"
"PQRSDS 20220096","Queja Seguridad Aeropuerto","Quejas instalaciones","2022-04-07T00:00:00.000","2022-04-17T00:00:00.000","2022-04-08T00:00:00.000"
"PQRSDS 20220097","Informacion Parqueaderos","Parking","2022-04-07T00:00:00.000","2022-04-17T00:00:00.000","2022-04-07T00:00:00.000"
"PQRSDS 20220098","Informaicon mascotas","Mascotas","2022-04-11T00:00:00.000","2022-04-21T00:00:00.000","2022-04-18T00:00:00.000"
"PQRSDS 20220099","Informaicon mascotas","Mascotas","2022-04-12T00:00:00.000","2022-04-21T00:00:00.000","2022-04-18T00:00:00.000"
"PQRSDS 20220100","Informacion tiquetes aereos","Tiquetes","2022-04-13T00:00:00.000","2022-04-21T00:00:00.000","2022-04-18T00:00:00.000"
"PQRSDS 20220101","Informacion para salir de colombia","Laboratorio","2022-04-13T00:00:00.000","2022-04-21T00:00:00.000","2022-04-18T00:00:00.000"
"PQRSDS 20220102","Informacion laboratorio","Laboratorio","2022-04-14T00:00:00.000","2022-04-22T00:00:00.000","2022-04-18T00:00:00.000"
"PQRSDS 20220103","Informacion tiquetes aereos","Tiquetes","2022-04-18T00:00:00.000","2022-04-28T00:00:00.000","2022-04-18T00:00:00.000"
"PQRSDS 20220104","Informacion objetos perdidos","Objetos Perdidos","2022-04-18T00:00:00.000","2022-04-28T00:00:00.000","2022-04-18T00:00:00.000"
"PQRSDS 20220105","Hoja de vida","Hoja de Vida","2022-04-18T00:00:00.000","2022-04-28T00:00:00.000","2022-04-18T00:00:00.000"
"PQRSDS 20220106","Solicitud de informacion vuelos","Estados Vuelos","2022-04-18T00:00:00.000","2022-04-28T00:00:00.000","2022-04-18T00:00:00.000"
"PQRSDS 20220107","Queja reclamo instalaciones","Quejas instalaciones","2022-04-20T00:00:00.000","2022-04-30T00:00:00.000","2022-04-22T00:00:00.000"
"PQRSDS 20220108","Queja reclamo instalaciones","Quejas instalaciones","2022-04-27T00:00:00.000","2022-05-07T00:00:00.000","2022-04-27T00:00:00.000"
"PQRSDS 20220109","Informacion Parqueaderos","Parking","2022-05-02T00:00:00.000","2022-05-12T00:00:00.000","2022-05-03T00:00:00.000"
"PQRSDS 20220110","informacion aerolineas","Tiquetes","2022-05-03T00:00:00.000","2022-05-13T00:00:00.000","2022-05-03T00:00:00.000"
"PQRSDS 20220111","Informacion personal de vuelo","Otros","2022-05-03T00:00:00.000","2022-05-13T00:00:00.000","2022-05-03T00:00:00.000"
"PQRSDS 20220112","Solicitud de ingreso a terminal","Otros","2022-05-05T00:00:00.000","2022-05-15T00:00:00.000","2022-05-06T00:00:00.000"
"PQRSDS 20220113","Informacion equipaje","Otros","2022-05-06T00:00:00.000","2022-05-16T00:00:00.000","2022-05-09T00:00:00.000"
"PQRSDS 20220114","estado de los vuelos","Estados Vuelos","2022-05-10T00:00:00.000","2022-05-20T00:00:00.000","2022-05-10T00:00:00.000"
"PQRSDS 20220115","Objetos perdidos","Objetos Perdidos","2022-05-09T00:00:00.000","2022-05-19T00:00:00.000","2022-05-10T00:00:00.000"
"PQRSDS 20220116","Informacion tiquetes aereos","Tiquetes","2022-05-09T00:00:00.000","2022-05-19T00:00:00.000","2022-05-10T00:00:00.000"
"PQRSDS 20220117","Informacion tiquetes aereos","Tiquetes","2022-05-10T00:00:00.000","2022-05-20T00:00:00.000","2022-05-10T00:00:00.000"
"PQRSDS 20220118","Hoja de vida","Hoja de Vida","2022-05-11T00:00:00.000","2022-05-21T00:00:00.000","2022-05-11T00:00:00.000"
"PQRSDS 20220119","Laboratorio Aeropuerto","Laboratorio","2022-05-11T00:00:00.000","2022-05-21T00:00:00.000","2022-05-11T00:00:00.000"
"PQRSDS 20220120","Hoja de vida","Hoja de Vida","2022-05-13T00:00:00.000","2022-05-23T00:00:00.000","2022-05-13T00:00:00.000"
"PQRSDS 20220121","Hoja de vida","Hoja de Vida","2022-05-13T00:00:00.000","2022-05-23T00:00:00.000","2022-05-13T00:00:00.000"
"PQRSDS 20220122","Objetos perdidos","Objetos Perdidos","2022-05-17T00:00:00.000","2022-05-27T00:00:00.000","2022-05-17T00:00:00.000"
"PQRSDS 20220123","Informacion tiquetes aereos","Tiquetes","2022-05-18T00:00:00.000","2022-05-28T00:00:00.000","2022-05-18T00:00:00.000"
"PQRSDS 20220124","Informacion documentacion","Otros","2022-05-14T00:00:00.000","2022-05-24T00:00:00.000","2022-05-18T00:00:00.000"
"PQRSDS 20220125","Informacion prueba Covid internacional","Prueba Covid Internacionales","2022-05-18T00:00:00.000","2022-05-28T00:00:00.000","2022-05-18T00:00:00.000"
"PQRSDS 20220126","Queja aerolinea","Queja Aerolinea","2022-05-16T00:00:00.000","2022-05-26T00:00:00.000","2022-05-20T00:00:00.000"
"PQRSDS 20220127","Informacion tiquetes aereos","Tiquetes","2022-05-22T00:00:00.000","2022-06-02T00:00:00.000","2022-05-24T00:00:00.000"
"PQRSDS 20220128","Informacion ingreso a colombia","Ingreso a Colombia","2022-05-23T00:00:00.000","2022-06-03T00:00:00.000","2022-05-24T00:00:00.000"
"PQRSDS 20220129","Objetos perdidos","Objetos Perdidos","2022-05-23T00:00:00.000","2022-06-03T00:00:00.000","2022-05-24T00:00:00.000"
"PQRSDS 20220130","Informacion tiquetes aereos","Tiquetes","2022-05-23T00:00:00.000","2022-06-03T00:00:00.000","2022-05-24T00:00:00.000"
"PQRSDS 20220131","Objetos perdidos","Objetos Perdidos","2022-05-23T00:00:00.000","2022-06-03T00:00:00.000","2022-05-24T00:00:00.000"
"PQRSDS 20220132","Queja Personal (aerolinea)","Queja Aerolinea","2022-05-22T00:00:00.000","2022-06-02T00:00:00.000","2022-05-24T00:00:00.000"
"PQRSDS 20220133","Informacion tiquetes aereos","Tiquetes","2022-05-23T00:00:00.000","2022-06-03T00:00:00.000","2022-05-24T00:00:00.000"
"PQRSDS 20220134","Informacion documentacion ciudadando extranjero","Migracion","2022-05-24T00:00:00.000","2022-06-04T00:00:00.000","2022-05-24T00:00:00.000"
"PQRSDS 20220135","Informacion tiquetes aereos","Tiquetes","2022-05-26T00:00:00.000","2022-06-06T00:00:00.000","2022-05-31T00:00:00.000"
"PQRSDS 20220136","Informacion Parqueaderos","Parking","2022-05-27T00:00:00.000","2022-06-07T00:00:00.000","2022-05-31T00:00:00.000"
"PQRSDS 20220137","Objetos perdidos","Objetos Perdidos","2022-05-26T00:00:00.000","2022-06-06T00:00:00.000","2022-05-31T00:00:00.000"
"PQRSDS 20220138","Objetos perdidos","Objetos Perdidos","2022-05-26T00:00:00.000","2022-06-06T00:00:00.000","2022-05-31T00:00:00.000"
"PQRSDS 20220139","Informacion Migracion","Migracion","2022-05-27T00:00:00.000","2022-06-07T00:00:00.000","2022-05-31T00:00:00.000"
"PQRSDS 20220140","Perdida de documento de identidad","Otros","2022-05-31T00:00:00.000","2022-06-11T00:00:00.000","2022-05-31T00:00:00.000"
"PQRSDS 20220141","Guardaequipaje","Otros","2022-05-31T00:00:00.000","2022-06-11T00:00:00.000","2022-05-31T00:00:00.000"
"PQRSDS 20220142","Informacion Parqueaderos","Parking","2022-05-31T00:00:00.000","2022-06-11T00:00:00.000","2022-05-31T00:00:00.000"
"PQRSDS 20220143","Informacion tiquetes aereos","Tiquetes","2022-06-02T00:00:00.000","2022-06-12T00:00:00.000","2022-06-06T00:00:00.000"
"PQRSDS 20220144","Hoja de vida","Hoja de Vida","2022-06-02T00:00:00.000","2022-06-12T00:00:00.000","2022-06-06T00:00:00.000"
"PQRSDS 20220145","Informacion tiquetes aereos","Tiquetes","2022-06-07T00:00:00.000","2022-06-17T00:00:00.000","2022-06-08T00:00:00.000"
"PQRSDS 20220146","Viaje con menores","Otros","2022-06-07T00:00:00.000","2022-06-17T00:00:00.000","2022-06-08T00:00:00.000"
"PQRSDS 20220147","Migracion","Migracion","2022-06-07T00:00:00.000","2022-06-17T00:00:00.000","2022-06-08T00:00:00.000"
"PQRSDS 20220148","Objetos perdidos","Objetos Perdidos","2022-06-07T00:00:00.000","2022-06-17T00:00:00.000","2022-06-08T00:00:00.000"
"PQRSDS 20220149","Informacion Comunicaciones AIM","Otros","2022-06-09T00:00:00.000","2022-06-19T00:00:00.000","2022-06-09T00:00:00.000"
"PQRSDS 20220150","Informacion Avianca","Tiquetes","2022-06-09T00:00:00.000","2022-06-19T00:00:00.000","2022-06-09T00:00:00.000"
"PQRSDS 20220151","Hoja de vida","Hoja de Vida","2022-06-10T00:00:00.000","2022-06-20T00:00:00.000","2022-06-10T00:00:00.000"
"PQRSDS 20220152","Hoja de vida","Hoja de Vida","2022-06-16T00:00:00.000","2022-06-26T00:00:00.000","2022-06-21T00:00:00.000"
"PQRSDS 20220153","Perdida de documento de identidad","Otros","2022-06-21T00:00:00.000","2022-07-01T00:00:00.000","2022-06-21T00:00:00.000"
